"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity"
"0x50c6c3fc405c637a1d923a5cf7d8d1ab9d34923310e313ed6f8bdeaedc06667f","9396235","1580556060","2/1/2020 11:21:00 AM","0x01a3e509b3543ba29a8d6eef9583399911f303d2","0x44eac9e0bc5d71d861bb8d736f0c49f453b3127c","909"
"0x99e0db62d81dea40b29ede0984b41197be0a44438fb929bbc67a1ad8bf3bd141","9396776","1580563766","2/1/2020 1:29:26 PM","0x79adb3f4826d55f475eb08cd8582ab3b086155f4","0xbe835553cb3e4877d699f365cda8a0bb31960d34","542.558936526141"
"0x6f1131399a87192866545156b32bde1cc09acb68b8f6881d8c77cbe02cd2f73d","9396910","1580565521","2/1/2020 1:58:41 PM","0xbe835553cb3e4877d699f365cda8a0bb31960d34","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","542.558936526141"
"0x308700b9e039b2ad9818c3bd0202ba556ebec72eded458fd388fb54704fe24f4","9397583","1580574156","2/1/2020 4:22:36 PM","0xff0dff2603a350f606d7811c01402f392b1a2366","0x0a12cc313f2dba58601e7323108556b8eef781ee","500.96"
"0xcdcbdde93e7d58e520b3b4f357564988810012be04eb6c45cfd289e06302fd19","9397866","1580578096","2/1/2020 5:28:16 PM","0x0a12cc313f2dba58601e7323108556b8eef781ee","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","500.96"
"0x649a53c368836726c1386fb4ce884df53c8f75b14869ffc4a7592d46043c76fa","9401902","1580631202","2/2/2020 8:13:22 AM","0x84cde52e1755538d127a8e9dd21c64144a7e53b4","0x578cf3a70a5d553eecde70915d3858dc3db2001d","509.52"
"0x2d019abbe57076114fcbb6302fce5f5c05f75b9f92a25a133f10128e7adbfa92","9403271","1580649144","2/2/2020 1:12:24 PM","0xe6a42e9edf121a89ebb94d1bbd6ff550719b1066","0x64bf13d77e3bbbdc44ea307ffee9b84a3b9898ce","34.599999966"
"0xb1d0822278bb7ebf85aaf4089deda950d7b14acb502f423031db60ab8d8c45c0","9403448","1580651327","2/2/2020 1:48:47 PM","0x633cbf6347ddddb5fec65ad803b4e0b282addbd7","0x37d0cce81d62a130a1fbead1e126e1758cde2da4","75000"
"0x8573cae395981c6620e766a370646ef08ecd3cfe4da77d04780aacfaa492d55b","9404662","1580667344","2/2/2020 6:15:44 PM","0xf29957533d4d9410c57d37ab2d7aadc3d38d327a","0x6423baa98426636bd459f9e84473a17d3ba04088","0.001"
"0x23057533f7bda743f2a3b26d4fd10f10eff8884e13b310fe3b9b66f89f8dd214","9405535","1580678901","2/2/2020 9:28:21 PM","0x2ba918342c08dce8a4bd9c3d83d9fb7e7c51e85b","0xda8be735d2d6d8fa0731e3c76c6cc792884cd7be","3000"
"0xa1f4b1def1e99bd32367d36515e2bfaf568037175b4399db3848aced00e9d237","9405626","1580680290","2/2/2020 9:51:30 PM","0xda8be735d2d6d8fa0731e3c76c6cc792884cd7be","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","3000"
"0x893ef1a01acca3168818d001bad3f3183dc58d2c6afda16e000ff937de9a15fc","9418191","1580846855","2/4/2020 8:07:35 PM","0x006f11323d586ae28609e72d28f1d7f06ddead9e","0xf9ea92c8bf06ef455b1e23106b5f50cd61aae53b","413.53"
"0x8e892e3c51d90e773361c8cc8effdcb8e8fe01e501b3ed9ec13508e0bdd6825f","9418262","1580847722","2/4/2020 8:22:02 PM","0xf9ea92c8bf06ef455b1e23106b5f50cd61aae53b","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","413.53"
"0xe9bc6568e41ed952383663abc37ce42741d097508c9d37b493558e4984db77a1","9420643","1580879323","2/5/2020 5:08:43 AM","0xdcf730c9a86b57656c0f5468f27aaf2af2a65e84","0x4a6ae8fd2734260ad4f401b0bd8a6cfe89b0dec4","2961.53"
"0xebf8c37f7e85d3c16bb746deb028afa609d10b22d63db2aac3ef3586ed85b22c","9420821","1580881598","2/5/2020 5:46:38 AM","0x6cc5f688a315f3dc28a7781717a9a798a59fda7b","0xabf6c95e63d126fcacfa770cf77e653191006298","16373.074"
"0x82b791753b6e312365b11b9e42a25bbbfe0fe8adb6ddc1f29f24e3ba634e12ea","9420950","1580883678","2/5/2020 6:21:18 AM","0xabf6c95e63d126fcacfa770cf77e653191006298","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","16373.074"
"0xd0c27d9a6fd91f9b9b3fcb5daf4929d4c585540c4a43f816abe6d1af6c75c0eb","9421849","1580895666","2/5/2020 9:41:06 AM","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","0x5609e53c2259f6731537c0c0553d3e8655728c45","100"
"0x154daa90c61cd8f2c1e3a00e170dacaa9a49bf55c20f0a7ab9c4b0cfc718663c","9421867","1580895839","2/5/2020 9:43:59 AM","0x5609e53c2259f6731537c0c0553d3e8655728c45","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","100"
"0x51833122f1e9e81f8d15f87026076604042e8c1077766a47ff12b83dc3de33e9","9423734","1580920512","2/5/2020 4:35:12 PM","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","0x5609e53c2259f6731537c0c0553d3e8655728c45","100"
"0x69d4611f8bc95bd95d88da70b146d916f1b4bf7639ee3c63bc8e5a501bdd7ad9","9423751","1580920704","2/5/2020 4:38:24 PM","0x5609e53c2259f6731537c0c0553d3e8655728c45","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","100"
"0xc70a2f10f8431b19c99067a3c87db57999b73bb041e5ef22d5a1bd032d6b7f7a","9427964","1580976995","2/6/2020 8:16:35 AM","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","0xffd98c7647373017b75a8b4b28a1189fc3c2edce","879"
"0x1d354826285737981a59303962849ecc9359f0db6b845ce8c66e54c9268ca427","9428753","1580988024","2/6/2020 11:20:24 AM","0xa12431d0b9db640034b0cdfceef9cce161e62be4","0x59a5208b32e627891c389ebafc644145224006e8","33345"
"0xdc3fdc7a2898805525c8fe1d1b6ba669a826919d023972e7f1ba5b4f096c76c0","9428756","1580988058","2/6/2020 11:20:58 AM","0x59a5208b32e627891c389ebafc644145224006e8","0x8c9ffd10782eec2721773018ac7ca51a46818aa3","25650"
"0x65778c660d919381cfca3ba97c8405ad6e2c30b97245c88a172d21de124785bf","9428957","1580990787","2/6/2020 12:06:27 PM","0x8c9ffd10782eec2721773018ac7ca51a46818aa3","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","25650"
"0x01e0e39b19f2c90f83653ad2dcd7b8fb60618c826b3b505bc1f0a1eb696d40c5","9434055","1581058061","2/7/2020 6:47:41 AM","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","0xf6d3b696f29fd97c5063f2e6e83c0844f106f327","184"
"0xb5080075516fc9ff322eb232d86f31b9d38c0daebadac391ec9e2243d93d9870","9434068","1581058256","2/7/2020 6:50:56 AM","0xf6d3b696f29fd97c5063f2e6e83c0844f106f327","0x28991ac221054bee3a38ae9ad0fb3d0c3e45d0cf","184"
"0x2f53c3da38d47a8266108787fec69a6ce750f7b8a5a366f46f71b0bc38e4ead1","9434539","1581064399","2/7/2020 8:33:19 AM","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","0xe071e33b1419b079037f67ade4d093e3215a65cf","14000"
"0x234a0153e9bf1307fe0dae8bc7defd754195abe036e959416eb4c736482b071b","9436898","1581096238","2/7/2020 5:23:58 PM","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","0x1afae25735c736c0adcdb62be0fa2f0e531e453a","60"
"0x1223e0d070f9c74327755cf884cf5973cc10c28b31bdfb6db3320699bd98c551","9437029","1581097829","2/7/2020 5:50:29 PM","0x1afae25735c736c0adcdb62be0fa2f0e531e453a","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","60"
"0x4035add74529e7acb8261dfbc160d39a5b8e0ca799a135c5082aeb703eb526fa","9438318","1581114386","2/7/2020 10:26:26 PM","0x59a5208b32e627891c389ebafc644145224006e8","0x75ff369d27412962b3784828dd36aa1c0c637ff4","13869.1"
"0x3277ede7540ae9028f989b7e0bd5b723bec378ca7a409f99bc912ee6205c6eab","9438672","1581118809","2/7/2020 11:40:09 PM","0x75ff369d27412962b3784828dd36aa1c0c637ff4","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","13869.1"
"0x0abbcbd1041fc6791f31109c95809bde820229fed4cf68092dbbbeebd3c91266","9445761","1581213679","2/9/2020 2:01:19 AM","0x2ca18f795591f8030c14931341383b10ca5036ef","0x7966b2a0b1f3c0d71b0ba2c846406222747fda7d","2142"
"0xf48e7c48d2d6ff668736d626b9d61e21bfb4dde4e53edeaf3c0865bd0ff5bc5b","9446001","1581216841","2/9/2020 2:54:01 AM","0x7966b2a0b1f3c0d71b0ba2c846406222747fda7d","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","2142"
"0x38dd62abb6096449c7753279fb76ced682b02b2ef43567d8805cb103c1186637","9450928","1581282890","2/9/2020 9:14:50 PM","0x51bcc3610c35bd58e215fed5dee195ed5163c926","0x5a4ebb18f008110046f6396411d822d474f4e659","725.917401"
"0x7315eff930807b5378d8d51203cdc09812a99325b9dcba5bef62960d309b742d","9451387","1581288762","2/9/2020 10:52:42 PM","0x6bd2947e8dcef70ede01d4bef724801679cc09fd","0x7f105d61d42ab5ff070b3d211aa65eea5e748000","955.365374939"
"0x3f5aa67f0571906d27e011560f7e0093f34cbf8565cf8e5022b45f2e07e9dd2e","9451539","1581290680","2/9/2020 11:24:40 PM","0x7f105d61d42ab5ff070b3d211aa65eea5e748000","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","955.365374939"
"0x1005a37771f685bbe73b9c38d848f6bc564d6b231ec38d915650996350cb1aa1","9453530","1581317161","2/10/2020 6:46:01 AM","0x64f7e42800cc59821dd73588d29e3a081b876f65","0xca45f55d8b457d7d78feaba2cbfa82e33476ea80","885"
"0x5b09019ef7236ba0357261545f89bfeb9bfb529011e20e817505a85f4c26d1df","9455672","1581345217","2/10/2020 2:33:37 PM","0x416e269cc2bf8f9cf56cd70038c0714bb2fb2223","0x39bff2ef974e53d095b2706b008e6239f961fd5c","15000"
"0xbb8ac3efdb450371b07b74298028efd09981d54716f036629e085782d078ffbc","9455975","1581349420","2/10/2020 3:43:40 PM","0xf29957533d4d9410c57d37ab2d7aadc3d38d327a","0x3210f8d6029fe30aaf4dfcc2ac96f94445413441","0.1"
"0x8aaf9fb073b2a81e329a1a6633a66c0ff6415ec2dd69a4f46b2c144ae8eeed6d","9456080","1581350635","2/10/2020 4:03:55 PM","0xf29957533d4d9410c57d37ab2d7aadc3d38d327a","0x3210f8d6029fe30aaf4dfcc2ac96f94445413441","0.2"
"0x891aecd33e7b3ee765225b194c10244f892d9dfe7b04d429328876361dae0e5f","9456240","1581352519","2/10/2020 4:35:19 PM","0xf29957533d4d9410c57d37ab2d7aadc3d38d327a","0x3210f8d6029fe30aaf4dfcc2ac96f94445413441","0.11"
"0x6441010f10f722c76aa33d6071e86ac993e4f6a9cf8ea075ace32b9e293b21ef","9457453","1581368183","2/10/2020 8:56:23 PM","0xcc2f206cd8ffb1828cc5925ab5117ced9543b575","0xb209fe193db043a06eeebf063d13f91ed9a8aab7","9090"
"0xabaa793c24db8d2e8d60409cf4a23d1f6afb9f0886f7f774052d585863630182","9457719","1581371701","2/10/2020 9:55:01 PM","0xa12431d0b9db640034b0cdfceef9cce161e62be4","0x59a5208b32e627891c389ebafc644145224006e8","16930"
"0x07d4b92683df9e2d48db5db3fcb02d2ba4cd9438a5bf4b7d429eeb5370da491b","9457721","1581371705","2/10/2020 9:55:05 PM","0x59a5208b32e627891c389ebafc644145224006e8","0x2071a0cdd50cc21fa9ee48201c37ded019a1cb52","13023.1"
"0xa059a5593b45a2a6009821769d7aa385420723d06ec6a99092722094f7801fd2","9457931","1581374308","2/10/2020 10:38:28 PM","0x2071a0cdd50cc21fa9ee48201c37ded019a1cb52","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","13023.1"
"0xb61845182bb4071f82bcc7e74a3abe396f23ea1c9482ed42f440b3ed2e649e87","9457973","1581374959","2/10/2020 10:49:19 PM","0xa12431d0b9db640034b0cdfceef9cce161e62be4","0x59a5208b32e627891c389ebafc644145224006e8","38273.4"
"0xbf1d6c1ead2ca19241851c9dad041a2f1da4252b0629acc12e6979ab33b814d1","9457974","1581374975","2/10/2020 10:49:35 PM","0x59a5208b32e627891c389ebafc644145224006e8","0x9f90b5bc37bebb204b37687b24ce99136c02d459","29441.1"
"0xbc085dbc4b120cf93e2d11d80a52d7e20e46f532084f47dd3c001b81fc977808","9458072","1581376143","2/10/2020 11:09:03 PM","0x09342d9d8c3214cf65765c578e7c8588deb8636a","0x8abc2cb167e8cf949da39ab35a082e7e775b480a","1000"
"0x66733d455d80e755aa7373e903b21275e72ee534cd824ed6758e09306c9be475","9458124","1581376701","2/10/2020 11:18:21 PM","0x8abc2cb167e8cf949da39ab35a082e7e775b480a","0x46f77cffda7a970351b29a212ec8ae99bba88e8f","1000"
"0x8e7be235690ceaaf4962e0452bcb8fb27c622cde1cdd532ffc8d479d7150a15f","9458247","1581378413","2/10/2020 11:46:53 PM","0x9f90b5bc37bebb204b37687b24ce99136c02d459","0x7891b20c690605f4e370d6944c8a5dbfac5a451c","29441.1"
"0xcf038c6839a121769d49d9744052defa5d9bb46056df0e238be6e2c8a4fcfd7c","9458399","1581380658","2/11/2020 12:24:18 AM","0x28991ac221054bee3a38ae9ad0fb3d0c3e45d0cf","0x8018280076d7fa2caa1147e441352e8a89e1ddbe","13.7039885950254"
"0xcf038c6839a121769d49d9744052defa5d9bb46056df0e238be6e2c8a4fcfd7c","9458399","1581380658","2/11/2020 12:24:18 AM","0x8018280076d7fa2caa1147e441352e8a89e1ddbe","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","13.7035875442699"
"0x8401ade06522028220c198c811b0b7b17f17f6d5a5390c2c35379e862eb70ed5","9458447","1581381163","2/11/2020 12:32:43 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xb11238b0708b565c1bafdb9a952689fed7bc9047","470"
"0x4cf73a8f5c40795ef7c6713c6e01d0e07c629238d53f088d12cc566930d4bfa6","9458463","1581381361","2/11/2020 12:36:01 AM","0xb11238b0708b565c1bafdb9a952689fed7bc9047","0x2938590c6b28504777ccd68ea5bf1a47d1952c52","470"
"0xfab59350bc9dba8906629e605a12f7c061c431b27fd192fb294044e5aa6e9389","9458545","1581382458","2/11/2020 12:54:18 AM","0x2938590c6b28504777ccd68ea5bf1a47d1952c52","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","470"
"0x2b1706beb6995b5ea4554d2313a2444e00cabd35b35899bee1898ecf59d921dd","9460414","1581407258","2/11/2020 7:47:38 AM","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","0xd95de9b5b352253ad2a852207c553983aa7dd0a3","60"
"0x75913de51f3ecd225e424ce70c9057bf01a46a023b590a7e190bc20174ee13c6","9460473","1581408118","2/11/2020 8:01:58 AM","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","0xd95de9b5b352253ad2a852207c553983aa7dd0a3","2607"
"0x6bae873876133c0e612c60305eee1c3cf533909cecffb3e18086030a0c56af89","9460623","1581410156","2/11/2020 8:35:56 AM","0xa12431d0b9db640034b0cdfceef9cce161e62be4","0x59a5208b32e627891c389ebafc644145224006e8","34115.9"
"0x7b89a76733670cd5bf2115d1493dd1ee00a3185d39ec0237e9d55c5a61a7cf76","9460624","1581410158","2/11/2020 8:35:58 AM","0x59a5208b32e627891c389ebafc644145224006e8","0x8c9ffd10782eec2721773018ac7ca51a46818aa3","26243"
"0xaa866a4f1d06e32e832f608e053851ba6bec7788a43d3a109d1ee205920c8c51","9460700","1581411037","2/11/2020 8:50:37 AM","0x8c9ffd10782eec2721773018ac7ca51a46818aa3","0x7891b20c690605f4e370d6944c8a5dbfac5a451c","26243"
"0xb6aa74445ab7a778f784c56fcfcdc15783ed677efb296867ccf7b2954383351e","9463611","1581449665","2/11/2020 7:34:25 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xc7830a3ef9a95f29f80fa958522c5d17f1b8bc75","25.836"
"0x7d94eac236d6a77c77617b706c249a744ed14b5877c63a68c4d3877a17a8849a","9467121","1581496613","2/12/2020 8:36:53 AM","0x28991ac221054bee3a38ae9ad0fb3d0c3e45d0cf","0xc18842d634a683e6ea5392e3f9f23a6966c88371","5.19E-15"
"0xd3c763308db044786529a65a0a9bcc71aed711112c1a793fd09b42b1b13c1294","9468882","1581520297","2/12/2020 3:11:37 PM","0x59a5208b32e627891c389ebafc644145224006e8","0x8822781d316eca3015eecd25bf7c439a9f9ca592","10584.1"
"0xa2d0da96a3d17bb67aed4da0f9689b5cb2cb8ca3be2130222b683baa80a32175","9469177","1581524146","2/12/2020 4:15:46 PM","0x8822781d316eca3015eecd25bf7c439a9f9ca592","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","10584.1"
"0x6d432b8174b92779cffb9e970e94e342540748e27a517e0d4b4b104209c7b843","9469883","1581533196","2/12/2020 6:46:36 PM","0x0c0b08476e185d82b77ddb7db06375f54ac32222","0xbe992f94e9e8dfb4137f7f8300cc34c67ea53e0d","1178.57"
"0xba0111454fc601ad5c29102984fc811055384ea83446833b82a0640c34f27bac","9470591","1581542498","2/12/2020 9:21:38 PM","0x9ae3a7aefc6fd8234bf4f14affe842f1fe4c49fc","0xbd95a29e633c0cf3736acf9b35b0f501d64b6c1e","2727"
"0xad4b686a08054f3a806ae52d653916fa06b11bbc7d2bb3eec5f6d2a95ffcf4e3","9470719","1581544197","2/12/2020 9:49:57 PM","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","0x9ae3a7aefc6fd8234bf4f14affe842f1fe4c49fc","2696"
"0x80b46c16247eb16d72410dacf3585bf65ead662fc83f407734d7e34ff5d1fa79","9470806","1581545521","2/12/2020 10:12:01 PM","0xbd95a29e633c0cf3736acf9b35b0f501d64b6c1e","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","2727"
"0x17185d5110a47429cd24d04ee9e6a4c5e940ad54bd702a8c133359a6b6bb800a","9471459","1581554349","2/13/2020 12:39:09 AM","0x3f6c8f3ce4d7822a96195718468d614aa69785fe","0x7d90c2438a1d4285c62dc0a427162b6689db56fb","100000"
"0x233933a91ac9b222731f6a878bf2e834f3f5a92a2f7cd3068ced2b725bf8c581","9471711","1581557868","2/13/2020 1:37:48 AM","0x7d90c2438a1d4285c62dc0a427162b6689db56fb","0x7891b20c690605f4e370d6944c8a5dbfac5a451c","100000"
"0x3e94bca2a44cc377a53a6ae078b0f222fe74efe7dbd680754485d24da8bb2aa1","9480991","1581681499","2/14/2020 11:58:19 AM","0xc16ce9582d850833e91b920c64ccd12967ed565d","0x0dc80858137887753f33a3e84fe6ff335d4b7bf9","3459"
"0x7413aa4a36e5ccf674154db2589d2002e7cf43fd7de782184068bd306afc5f65","9482415","1581700240","2/14/2020 5:10:40 PM","0xf7cd4addc5f7c79e6d51b282e77f6011a8828d0d","0xa715303d07b4532f95e46417b69068dd7671e662","236.59"
"0xbb9009211888b03bf878bd3b0946286cf6e0dd843292c7256bc2e104777c6613","9482546","1581702015","2/14/2020 5:40:15 PM","0xa715303d07b4532f95e46417b69068dd7671e662","0x1b6c1a0e20af81b922cb454c3e52408496ee7201","236.59"
